0,1,2,3,4,5,6,7,8,9,10,11,state
67,7360922,Sg. Paya Dato,Mersing,Sungai Jemaluang,Sg. Jemaluang,19/09/2025 11:45,1.00,0.00,1.00,1.50,2.00,Johor
,,,,,,,,,,,,Pahang
,,,,,,,,,,,,Pahang
1,3930401,Sg. Kuantan di Bukit Kenau,Kuantan,Sungai Kuantan,Sg. Kuantan,19/09/2025 15:15,19.08,17.00,20.00,20.75,21.50,Pahang
2,0553231WL,Hulu Sg. Merah,Cameron Highlands,Sungai Pahang,Sungai Merah,19/09/2025 15:15,1180.34,1180.62,1182.50,1182.80,1183.40,Pahang
3,0553221WL,Middle Sg. Ringlet,Cameron Highlands,Sungai Pahang,Sungai Ringlet,19/09/2025 15:15,1161.44,1161.12,1162.50,1162.80,1163.20,Pahang
4,0553241WL,Sg. Ringlet di Pekan Ringlet,Cameron Highlands,Sungai Pahang,Sungai Ringlet,19/09/2025 15:15,1079.04,1079.01,1079.13,1082.50,1083.00,Pahang
5,0553061WL,Sg. Telom di Blue Valley (F1),Cameron Highlands,Sungai Pahang,Sg. Telum,19/09/2025 15:15,1397.38,1398.40,1399.20,1399.60,1400.00,Pahang
6,0552351WL,Sg. Ikan (F1),Cameron Highlands,Sungai Pahang,Sg. Ikan,19/09/2025 15:15,1277.32,1277.50,1278.70,1279.00,1279.30,Pahang
7,4514401,Sg. Ikan,Cameron Highlands,Sungai Pahang,Sg. Ikan,19/09/2025 15:00,1273.71,1277.50,1278.70,1279.00,1279.30,Pahang
8,C00003,Sg. Bertam di SJK (C) Lembah Bertam,Cameron Highlands,Sungai Pahang,Sg. Bertam,19/09/2025 15:00,1015.21,1015.43,1017.50,1018.35,1018.65,Pahang
9,C00004,Sg. Bertam di Jambatan Kebun,Cameron Highlands,Sungai Pahang,Sg. Bertam,19/09/2025 15:00,997.99,1007.00,1008.00,1009.02,1010.22,Pahang
10,0552321WL,Sg. Jelai di Kuala Medang (F1),Lipis,Sungai Pahang,Sg. Jelai,19/09/2025 15:15,80.52,79.50,82.50,83.50,84.50,Pahang
11,0552281WL,Sg. Tanum di Jam. Chegar Perah (F1),Lipis,Sungai Pahang,Sg. Tanum,19/09/2025 15:15,94.12,94.95,96.50,97.25,98.00,Pahang
12,0552861WL,Sg. Jelai di Bukit Betong (F1),Lipis,Sungai Pahang,Sg. Jelai,19/09/2025 15:15,66.46,66.00,70.00,71.00,72.00,Pahang
13,4219415,Sg. Jelai di Bukit Betong,Lipis,Sungai Pahang,Sg. Jelai,19/09/2025 15:00,66.47,66.00,70.00,71.00,72.00,Pahang
14,0552231WL,Sg. Jelai di Jeram Bungor (F1),Lipis,Sungai Pahang,Sg. Jelai,19/09/2025 15:15,54.37,55.00,58.00,60.00,62.00,Pahang
15,0552151WL,Sg. Kechau di Kg. Dusun (F1),Lipis,Sungai Pahang,Sg. Kechau,19/09/2025 13:30,78.45,79.00,80.00,81.00,82.50,Pahang
16,0552421WL,Sg. Tembeling di Kg. Bantal Seberang (F1),Jerantut,Sungai Pahang,Sg. Tembeling,19/09/2025 15:15,100.01,102.00,104.00,105.00,106.00,Pahang
17,4324454,Sg. Tembeling di Kuala Tahan,Jerantut,Sungai Pahang,Sg. Tembeling,19/09/2025 15:00,59.68,60.00,64.00,66.00,68.00,Pahang
18,0552271WL,Sg. Tembeling di Kg. Merting (F1),Jerantut,Sungai Pahang,Sg. Tembeling,19/09/2025 15:15,52.09,52.00,56.00,58.00,60.00,Pahang
19,0553481WL,Sg. Pahang di Kuala Tembeling,Jerantut,Sungai Pahang,Sg. Pahang,19/09/2025 15:00,45.42,45.00,49.00,51.00,53.00,Pahang
20,0552401WL,Sg. Pahang di Jerantut Feri (F1),Jerantut,Sungai Pahang,Sg. Pahang,19/09/2025 15:15,41.29,41.00,45.00,47.00,49.00,Pahang
21,4017401,Sg. Lipis di Batu Malim,Raub,Sungai Pahang,Sg. Lipis,19/09/2025 15:00,112.19,113.20,114.00,114.24,114.80,Pahang
22,0552341RF,Sg. Dong di Kg. Peruas (F1),Raub,Sungai Pahang,Sg. Dong,19/09/2025 15:15,132.86,132.50,133.60,134.16,135.00,Pahang
23,0553401WL,Sg. Semantan di Kg. Lengkong (F1),Bentong,Sungai Pahang,Sg. Semantan,19/09/2025 15:15,49.06,49.00,51.00,52.00,53.00,Pahang
24,0551991WL,Sg. Semantan di Kg. Mempateh,Temerloh,Sungai Pahang,Sg. Semantan,19/09/2025 15:00,38.82,41.00,43.50,45.00,46.00,Pahang
25,0551981WL,Sg. Semantan di Jam. Keretapi Mentakab (F1),Temerloh,Sungai Pahang,Sg. Semantan,19/09/2025 15:15,30.05,31.50,33.50,35.50,37.00,Pahang
26,0552041WL,Sg. Pahang di Kuala Krau (F1),Temerloh,Sungai Pahang,Sg. Pahang,19/09/2025 15:15,36.09,34.50,36.50,38.50,40.00,Pahang
27,0553041WL,Sg. Pahang di Lubuk Pasu (F1),Temerloh,Sungai Pahang,Sg. Pahang,19/09/2025 14:45,24.53,26.00,29.00,31.00,33.00,Pahang
28,0553091WL,Sg. Triang di Triang (F1),Bera,Sungai Pahang,Sg. Triang,19/09/2025 15:15,32.88,31.00,33.50,33.80,34.50,Pahang
29,0552101WL,Sg. Serting di Jam. Pdg. Gudang (F1),Bera,Sungai Pahang,Sg. Serting,19/09/2025 15:15,29.09,28.20,30.50,31.00,31.50,Pahang
30,,Sg. Bera di Jam. Sg. Bera (F1),Bera,Sungai Pahang,Sg. Bera,19/09/2025 15:00,19.87,21.00,24.00,25.00,26.00,Pahang
31,0553021WL,Sg. Pahang di Kg. Chenor (F1),Maran,Sungai Pahang,Sg. Pahang,19/09/2025 15:15,17.55,16.80,20.70,22.10,23.50,Pahang
32,,Bandar Maran di Sg. Maran (F1),Maran,Sungai Pahang,Sg. Maran,19/09/2025 15:00,20.67,21.30,23.00,24.00,25.00,Pahang
33,,Sg. Luit di Kg. Subuh (F1),Maran,Sungai Pahang,Sg. Luit,19/09/2025 15:15,25.09,24.00,25.50,26.00,27.50,Pahang
34,3428401,Sg. Pahang di Kuala Sg. Chini,Pekan,Sungai Pahang,Sg. Pahang,19/09/2025 15:00,9.39,11.00,14.27,14.46,14.90,Pahang
35,0551971WL,Sg. Mentiga di Jam. Chini (F1),Pekan,Sungai Pahang,Sg. Mentiga,19/09/2025 14:45,11.42,12.50,15.00,15.50,16.00,Pahang
36,3431401,Sg. Pahang di Paloh Hinai,Pekan,Sungai Pahang,Sg. Pahang,19/09/2025 15:00,2.27,6.50,9.40,9.67,10.30,Pahang
37,0552411WL,Sg. Pahang Tua di Pahang Tua (F1),Pekan,Sungai Pahang,Sg. Pahang Tua,19/09/2025 15:15,1.08,5.50,7.00,8.00,9.00,Pahang
38,0553051WL,Sg. Pahang di Pekan (F1),Pekan,Sungai Pahang,Sg. Pahang,19/09/2025 15:15,-0.85,1.00,2.44,3.05,3.66,Pahang
39,0551911WL,Sg. Pahang di Muara Pekan (F1),Pekan,Sungai Pahang,Sg. Pahang,19/09/2025 15:15,-0.08,0.50,1.70,2.00,2.30,Pahang
40,0551931WL,Sg. Lepar di Jam. Gelugor (F1),Kuantan,Sungai Pahang,Sg. Lepar,19/09/2025 15:15,26.82,27.00,28.50,29.25,30.00,Pahang
41,3831401,Sg. Kuantan di Pasir Kemudi,Kuantan,Sungai Kuantan,Sg. Kuantan,19/09/2025 15:00,2.69,2.00,4.60,6.40,8.20,Pahang
42,3832420,Sg. Kuantan di Kuantan Bypass,Kuantan,Sungai Kuantan,Sg. Kuantan,19/09/2025 15:00,0.00,0.50,3.00,3.15,3.50,Pahang
43,3432401,Sg. Belat di Sri Damai,Kuantan,Sungai Kuantan,Sg. Belat,19/09/2025 15:00,2.46,1.50,3.00,4.00,5.00,Pahang
44,3133401,Sg. Cherating di Cherating,Kuantan,Sungai Cherating,Sg. Cherating,19/09/2025 15:00,2.90,1.50,3.00,3.30,4.00,Pahang
45,2630401,Sg. Pukin,Rompin,Sungai Rompin,Sg. Pukin,19/09/2025 15:00,38.38,40.80,44.00,44.30,45.00,Pahang
46,2636482,Sg. Endau di Tanjung Gemok,Rompin,Sungai Endau (Pahang),Sg. Endau,19/09/2025 15:00,0.00,1.00,3.20,3.38,3.80,Pahang
,,,,,,,,,,,,Terengganu
,,,,,,,,,,,,Terengganu
1,0670491WL,Sg. Berang di Kg. Menerong (F1),Hulu Terengganu,Sungai Terengganu,Sg. Berang,18/09/2025 21:00,20.30,20.00,23.50,24.00,24.50,Terengganu
2,5424401,Sg. Besut di Jambatan Keruak,Besut,Sungai Besut,Sg. Besut,19/09/2025 15:00,30.95,28.50,33.00,34.00,35.00,Terengganu
3,5524401,Sg. Besut di Kg. La,Besut,Sungai Besut,Sg. Besut,19/09/2025 15:00,16.66,16.50,19.80,20.80,21.80,Terengganu
4,5724411,Sg. Besut di Jambatan Jerteh,Besut,Sungai Besut,Sg. Besut,19/09/2025 15:00,2.24,2.30,6.00,7.00,8.50,Terengganu
5,0670271WL,Sg. Nerus di Kg. Bukit (F1),Setiu,Sungai Terengganu,Sg. Nerus,19/09/2025 01:45,7.12,6.00,10.50,12.00,13.20,Terengganu
6,5229436,Sg. Nerus di Kg. Bukit,Setiu,Sungai Terengganu,Sg. Nerus,19/09/2025 15:00,7.12,6.00,10.50,12.00,13.20,Terengganu
7,5426401,Sg. Setiu di Kg. Besut (RHN),Setiu,Sungai Setiu,Sg. Ima Putih,19/09/2025 15:00,13.50,13.30,16.00,17.00,17.50,Terengganu
8,5428401,Sg. Chalok di Jambatan Chalok,Setiu,Sungai Setiu,Sg. Chalok,19/09/2025 08:00,5.59,5.00,7.00,7.70,8.40,Terengganu
9,0670411WL,Sg. Terengganu di Jambatan Kuala Berang (F1),Hulu Terengganu,Sungai Terengganu,Sg. Terengganu,19/09/2025 15:15,3.94,4.50,9.00,11.00,13.00,Terengganu
10,5130432,Sg. Terengganu di Kg. Tanggol,Hulu Terengganu,Sungai Terengganu,Sg. Terengganu,19/09/2025 15:00,1.99,2.00,8.00,9.00,9.80,Terengganu
11,4934041,Sg. Berang di Kg. Menerong,Hulu Terengganu,Sungai Terengganu,Sg. Berang,19/09/2025 15:00,20.12,20.00,23.50,24.00,24.50,Terengganu
12,0670461WL,Sg. Peneh di Kg. Felda Mengkawang (F1),Hulu Terengganu,Sungai Terengganu,Sg. Peneh,19/09/2025 14:45,35.77,35.00,36.50,37.00,37.50,Terengganu
13,0670351WL,Sg. Tersat di Kg. Sekayu (F1),Hulu Terengganu,Sungai Terengganu,Sg. Tersat,19/09/2025 15:00,18.03,18.00,19.00,20.00,21.00,Terengganu
14,0670371WL,Sg. Terengganu di Rumah Pam Pulau Bahagia (F1),Kuala Terengganu,Sungai Terengganu,Sg. Terengganu,19/09/2025 15:00,1.31,1.50,2.00,3.00,4.00,Terengganu
15,0670521WL,Sg. Terengganu di Muzium Terengganu (F1),Kuala Terengganu,Sungai Terengganu,Sg. Terengganu,19/09/2025 15:15,-0.03,0.50,1.60,2.00,2.40,Terengganu
16,0670401WL,Sg. Terengganu di Bukit Tumbuh (F1),Kuala Terengganu,Sungai Terengganu,Sg. Terengganu,19/09/2025 14:50,0.17,0.50,1.60,2.00,2.50,Terengganu
17,0670341WL,Sg. Terengganu di Drawbridge (F1),Kuala Terengganu,Sungai Terengganu,Sg. Terengganu,19/09/2025 15:20,0.20,0.30,1.40,1.60,1.80,Terengganu
18,0670531WL,Parit Utama di Padang Kemunting (F1),Kuala Nerus,Sungai Terengganu,Sg. Terengganu,19/09/2025 15:15,2.60,1.50,3.20,3.60,3.80,Terengganu
19,4232401,Sg. Kemaman di Jamb. Air Putih,Kemaman,Sungai Kemaman,Sg. Kemaman,19/09/2025 15:00,8.75,9.00,12.50,13.00,14.00,Terengganu
20,4233453,Sg. Kemaman di Rumah Pam Paya Paman,Kemaman,Sungai Kemaman,Sg. Kemaman,19/09/2025 15:00,0.42,1.40,3.00,3.50,4.00,Terengganu
21,0700201WL,Sg. Besut di Jambatan Keruak (F2),Besut,Sungai Besut,Sg. Besut,19/09/2025 15:15,30.95,28.50,33.00,34.00,35.00,Terengganu
22,0700191WL,Sg. Besut di Kg. La (F2),Besut,Sungai Besut,Sg. Besut,19/09/2025 15:15,16.71,16.50,19.80,20.80,21.80,Terengganu
23,0690071WL,Sg. Keluang di Kg. Tembila (F2),Besut,Sungai Keluang Besar,Sg. Keluang Besar,19/09/2025 15:15,-99.99,0.00,0.00,0.00,0.00,Terengganu
24,0700261WL,Sg. Besut di Kuala Besut (F2),Besut,Sungai Besut,Sg. Besut,19/09/2025 15:15,-0.12,3.00,4.00,5.00,6.00,Terengganu
25,0680271WL,Sg. Setiu di Jambatan Permaisuri (F2),Setiu,Sungai Setiu,Sg. Setiu,19/09/2025 15:15,7.08,5.50,7.60,8.30,8.80,Terengganu
26,0680171WL,Sg. Chalok di Jambatan Chalok (F2),Setiu,Sungai Setiu,Sg. Chalok,19/09/2025 15:15,6.12,5.00,7.00,7.70,8.40,Terengganu
27,0680221WL,Sg. Guntung di Jambatan Guntung (F2),Setiu,Sungai Setiu,Sg. Guntung,19/09/2025 15:15,9.04,0.00,0.00,0.00,0.00,Terengganu
28,0680211WL,Sg. Setiu di Jambatan Che Selamah (F2),Setiu,Sungai Setiu,Sg. Setiu,19/09/2025 15:15,0.70,0.00,0.00,0.00,0.00,Terengganu
29,0650041WL,Sg. Marang di Jamb. Pengkalan Berangan (F2),Marang,Sungai Marang,Sg. Marang,19/09/2025 15:15,-0.06,1.00,2.00,2.40,2.70,Terengganu
30,0630151WL,Sg. Dungun di Kuala Jengai (F2),Dungun,Sungai Dungun,Sg. Dungun,19/09/2025 15:30,14.19,14.00,19.50,20.00,21.00,Terengganu
31,0630231WL,Sg. Dungun di Kuala Dungun (F2),Dungun,Sungai Dungun,Sg. Dungun,19/09/2025 15:15,0.01,0.00,0.00,0.00,0.00,Terengganu
32,0630201WL,Sg. Dungun di Kg. Jongok Batu (F2),Dungun,Sungai Dungun,Sg. Dungun,19/09/2025 15:15,20.38,0.00,0.00,0.00,0.00,Terengganu
33,0620051WL,Sg. Paka di Kg. Luit (F2),Dungun,Sungai Paka,Sg. Paka,19/09/2025 15:15,3.22,0.00,0.00,0.00,0.00,Terengganu
34,0600201WL,Sg. Kemaman di Jamb. Air Putih (F2),Kemaman,Sungai Kemaman,Sg. Kemaman,19/09/2025 15:00,8.01,9.00,12.50,13.00,14.00,Terengganu
35,0600161WL,Sg. Cukai di Kg. Yak Yah (F2),Kemaman,Sungai Kemaman,Sg. Chukai,19/09/2025 15:15,-0.06,0.00,0.00,0.00,0.00,Terengganu
36,0600251WL,Sg. Kemaman di Kg. Rantau Panjang (F2),Kemaman,Sungai Kemaman,Sg. Kemaman,19/09/2025 15:15,4.02,0.00,0.00,0.00,0.00,Terengganu
37,0600261WL,Sg. Mas di Kg. Sg. Mas (F2),Kemaman,Sungai Kemaman,Sg. Kemaman,19/09/2025 15:15,29.27,0.00,0.00,0.00,0.00,Terengganu
38,0600241WL,Muara Sg. Kemaman di Kg. Geliga (F2),Kemaman,Sungai Kemaman,Sg. Kemaman,19/09/2025 15:15,0.25,0.00,0.00,0.00,0.00,Terengganu
,,,,,,,,,,,,Kelantan
,,,,,,,,,,,,Kelantan
1,,Sg. Nenggiri di Belatop (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,19/09/2025 15:15,610.10,605.50,676.00,678.00,680.00,Kelantan
2,,Sg. Galas di Kg. Pulai (F1),Gua Musang,Sungai Kelantan,Sg. Galas,19/09/2025 15:15,103.95,107.80,108.10,108.90,109.70,Kelantan
3,0730851WL,Sg. Galas di Kg. Lembaga (F1),Gua Musang,Sungai Kelantan,Sg. Galas,19/09/2025 15:15,80.49,82.40,83.70,85.60,87.90,Kelantan
4,0731291WL,Sg. Relai di Jalan Felda Aring (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,19/09/2025 15:15,107.64,108.00,113.00,118.00,120.00,Kelantan
5,,Sg. Aring di Jalan Felda Aring (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,19/09/2025 15:15,62.81,62.00,68.00,70.00,72.00,Kelantan
6,0731531WL,Sg. Lebir di Kuala Koh (F1),Gua Musang,Sungai Kelantan,Sg. Lebir,19/09/2025 15:15,62.84,62.00,67.00,71.00,75.00,Kelantan
7,0730931WL,Sg. Galas di Limau Kasturi (F1),Gua Musang,Sungai Kelantan,Sg. Galas,19/09/2025 15:15,53.06,53.00,56.00,60.00,61.00,Kelantan
8,,Sg. Nenggiri di Bertam (F1),Gua Musang,Sungai Kelantan,Sg. Nenggiri,19/09/2025 15:15,47.33,50.40,53.70,56.20,58.10,Kelantan
9,0730731WL,Sg. Galas di Chegar Lapan Kelantan,Kuala Krai,Sungai Kelantan,Sg. Galas,19/09/2025 15:15,27.89,27.00,32.00,35.00,38.00,Kelantan
10,,Sg. Galas di Dabong (F1),Kuala Krai,Sungai Kelantan,Sg. Galas,19/09/2025 13:30,26.14,28.00,35.00,37.00,38.00,Kelantan
11,0730971WL,Sg. Lebir di Kg. Tualang (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,19/09/2025 15:15,23.52,23.00,30.00,34.00,35.00,Kelantan
12,0730761WL,Sg. Lebir di Kg. Karangan (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,19/09/2025 15:15,21.66,19.00,27.00,33.00,34.00,Kelantan
13,0730871WL,Sg. Lebir di Kg. Manik Urai (F1),Kuala Krai,Sungai Kelantan,Sg. Lebir,19/09/2025 15:15,28.33,19.10,30.00,32.00,33.00,Kelantan
14,,Sg. Kelantan di Kuala Krai (F1),Kuala Krai,Sungai Kelantan,Sg. Kelantan,19/09/2025 15:15,16.86,17.00,20.00,22.50,25.00,Kelantan
15,0730821WL,Sg. Nal di Kg. Sungai Nal (F1),Kuala Krai,Sungai Kelantan,Sg. Kelantan,19/09/2025 15:15,18.47,21.00,23.50,24.00,25.00,Kelantan
16,0731031WL,"Sg. Pergau di Jambatan Jerimbong, Kuala Balah (F1)",Jeli,Sungai Kelantan,Sg. Pergau,19/09/2025 15:15,43.31,48.20,50.80,53.60,55.70,Kelantan
17,0731241WL,Sg. Pergau di Air Bol (F1),Jeli,Sungai Kelantan,Sg. Pergau,19/09/2025 15:15,-9999.00,70.00,71.30,73.00,74.70,Kelantan
18,,Sg. Lanas di Air Lanas (F1),Jeli,Sungai Golok,Sg. Lanas,19/09/2025 15:15,25.14,27.00,28.50,29.00,29.50,Kelantan
19,0730791WL,Sg. Sokor di Kg. Sokor (F1),Tanah Merah,Sungai Kelantan,Sg. Kelantan,19/09/2025 15:15,10.85,16.00,18.00,21.00,22.50,Kelantan
20,0731371WL,Sg. Kelantan di Kusial (F1),Tanah Merah,Sungai Kelantan,Sg. Kelantan,19/09/2025 15:15,7.78,7.00,12.00,14.00,16.00,Kelantan
21,0740261WL,Sg. Golok di Kg. Jenob (F1),Tanah Merah,Sungai Golok,Sg. Golok,19/09/2025 15:00,18.51,19.00,21.50,22.50,23.50,Kelantan
22,0731361WL,Sg. Kelantan di Kg. Temangan (F1),Machang,Sungai Kelantan,Sg. Kelantan,19/09/2025 15:15,10.57,12.00,14.00,15.50,17.50,Kelantan
23,0730103WL,Sg. Kelantan di Air Mulih (F1),Pasir Mas,Sungai Kelantan,Sg. Kelantan,19/09/2025 15:15,1.38,4.00,9.00,9.82,10.65,Kelantan
24,,Empangan Bukit Kwong (F1),Pasir Mas,Sungai Golok,Sg. Golok,19/09/2025 15:15,15.91,16.76,17.22,17.37,17.72,Kelantan
25,0740121WL,Sg. Golok di Rantau Panjang (F1),Pasir Mas,Sungai Golok,Sg. Golok,19/09/2025 15:15,5.63,5.00,7.00,8.00,9.00,Kelantan
26,0730581WL,Sg. Kelantan di Jambatan Tendong (F2),Pasir Mas,Sungai Kelantan,Sg. Kelantan,19/09/2025 15:15,1.22,3.00,4.00,5.00,6.00,Kelantan
27,0731341WL,Sg. Kelantan di Kg. Salor (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,19/09/2025 15:15,2.21,1.00,9.00,9.80,10.60,Kelantan
28,0730671WL,Sg. Kelantan di Tambatan D'Raja (F1),Kota Bharu,Sungai Kelantan,Sg. Kelantan,19/09/2025 15:15,0.22,1.00,3.00,4.00,5.00,Kelantan
29,0740241WL,Sg. Golok di Kuala Jambu (F1),Tumpat,Sungai Golok,Sg. Golok,19/09/2025 15:15,1.25,0.70,2.00,2.50,3.00,Kelantan
30,0720101WL,Sg. Melor di Jambatan Melor (F2),Bachok,Sungai Kemasin,Sg. Melor,19/09/2025 15:15,5.39,6.00,7.00,8.00,9.00,Kelantan
31,0710121WL,Sg. Buaya Ikat di Kg. Pulau Lima (F2),Pasir Puteh,Sungai Semerak,Sg. Buaya Ikat,19/09/2025 15:15,0.40,1.00,2.00,3.00,4.00,Kelantan
32,0710161WL,Sg. Semerak di Tok Bali (F2),Pasir Puteh,Sungai Semerak,Sg. Semerak,19/09/2025 15:15,0.80,0.00,2.50,3.00,4.00,Kelantan
33,0731001WL,Sg. Semerak di Pasir Puteh (F1),Pasir Puteh,Sungai Semerak,Sg. Semerak,18/09/2025 16:30,-9999.00,0.40,2.00,2.30,3.00,Kelantan
,,,,,,,,,,,,Sarawak
,,,,,,,,,,,,Sarawak
1,1599401,Ulu Batang Kayan,Kuching,Batang Kayan,Btg. Kayan,19/09/2025 15:30,2.68,6.00,13.00,14.00,15.00,Sarawak
2,1102401,Aman 5 Bridge,Kuching,Sungai Sarawak,Sg. Semadang,19/09/2025 15:30,31.23,31.20,37.40,37.58,38.00,Sarawak
3,1200401,Sungai Pedid,Kuching,Sungai Sarawak,Sg. Spora,19/09/2025 15:30,14.23,14.25,20.53,20.71,21.13,Sarawak
4,1302428,Kampung Git,Kuching,Sungai Sarawak,Sg. Sarawak Kiri,19/09/2025 15:30,5.27,4.74,12.29,12.79,13.29,Sarawak
5,1301427,Buan Bidi,Kuching,Sungai Sarawak,Sg. Sarawak Kanan,19/09/2025 15:30,11.29,11.50,15.00,16.50,18.00,Sarawak
6,1400401,Sungai Opar,Kuching,Sungai Sarawak,Sg. Opar,19/09/2025 15:30,11.71,12.00,15.83,16.01,16.43,Sarawak
7,1401403,RTB Bau,Kuching,Sungai Sarawak,Sg. Sarawak Kanan,19/09/2025 15:30,8.68,10.00,12.46,12.58,12.86,Sarawak
8,1401401,Bau Bridge,Kuching,Sungai Sarawak,Sg. Sarawak Kanan,19/09/2025 15:30,5.31,5.30,12.46,12.58,12.86,Sarawak
9,1401402,Buso,Kuching,Sungai Sarawak,Sg. Sarawak Kanan,19/09/2025 15:30,1.98,1.80,8.00,10.20,10.70,Sarawak
10,1402401,Siniawan,Kuching,Sungai Sarawak,Sg. Sarawak Kanan,19/09/2025 15:30,1.31,1.05,5.50,6.20,7.20,Sarawak
11,1502404,Batu Kawa Bridge,Kuching,Sungai Sarawak,Sg. Sarawak,19/09/2025 15:30,1.92,1.50,2.50,3.00,4.20,Sarawak
12,1502402,Desa Wira,Kuching,Sungai Sarawak,Sg. Sarawak,19/09/2025 15:30,1.31,0.53,3.10,3.30,3.50,Sarawak
13,1503434,Central Park,Kuching,Sungai Sarawak,Sg. Maong,19/09/2025 15:30,1.25,0.51,3.86,4.00,4.24,Sarawak
14,1502435,Kuala Maong,Kuching,Sungai Sarawak,Sg. Maong,19/09/2025 15:30,1.17,0.25,2.00,2.24,2.80,Sarawak
15,1503407,Satok B,Kuching,Sungai Sarawak,Sg. Sibu,19/09/2025 15:30,1.01,0.27,2.40,2.52,2.80,Sarawak
16,1503406,Padungan,Kuching,Sungai Sarawak,Sg. Sarawak,19/09/2025 15:30,1.31,0.50,2.60,2.81,3.30,Sarawak
17,1504403,Barrage,Kuching,Sungai Sarawak,Sg. Sarawak,19/09/2025 15:30,1.14,0.80,2.80,2.92,3.20,Sarawak
18,1504402,Sejingkat,Kuching,Sungai Sarawak,Sg. Sarawak,19/09/2025 15:30,1.44,1.00,2.90,3.20,3.75,Sarawak
19,1502405,Sungai Tengah,Kuching,Sungai Sarawak,Sg. Tengah,19/09/2025 15:30,4.34,5.00,7.10,7.28,7.70,Sarawak
20,1502403,Malihah,Kuching,Sungai Sarawak,Sg. Minjap,19/09/2025 15:30,2.79,3.42,6.80,7.10,7.40,Sarawak
21,1601401,Kampung Rayu,Kuching,Sungai Sarawak,Sg. Rayu,19/09/2025 15:30,2.27,2.30,10.30,10.90,11.50,Sarawak
22,1602402,Kampung Salak,Kuching,Sungai Sarawak,Btg. Salak,19/09/2025 15:30,0.24,1.35,3.40,3.60,3.80,Sarawak
23,1704415,Pulau Lakei,Kuching,Sungai Sarawak,Laut,19/09/2025 15:30,-9999.00,3.00,3.80,4.10,4.50,Sarawak
24,1304439,Batu Gong,Serian,Batang Samarahan,Sg. Tuang,19/09/2025 15:30,2.64,2.41,4.56,5.90,6.50,Sarawak
25,1004438,Krusen,Serian,Batang Sadong,Sg. Batang Kayan,19/09/2025 15:30,11.29,11.93,15.20,16.30,17.40,Sarawak
26,1005447,Meringgu,Serian,Batang Sadong,Sg. Kedup,19/09/2025 15:30,14.56,11.92,15.00,16.00,16.50,Sarawak
27,1105401,Serian,Serian,Batang Sadong,Sg. Batang Kayan,19/09/2025 15:30,5.22,4.49,8.30,8.51,9.00,Sarawak
28,101286,8th Mile,Samarahan,Batang Samarahan,Btg. Samarahan,19/09/2025 15:30,5.17,6.04,8.64,9.54,10.04,Sarawak
29,1503408,Mid Sungai Kuap,Samarahan,Sungai Sarawak,Sg. Kuap,19/09/2025 15:30,1.52,0.60,3.00,3.30,3.80,Sarawak
30,1506401,Asajaya Water Intake,Samarahan,Batang Samarahan,Sg. Moyan,19/09/2025 15:30,1.77,1.95,3.62,4.12,4.72,Sarawak
31,1206401,Gedong,Samarahan,Batang Sadong,Btg. Kerang,19/09/2025 15:30,2.40,3.10,4.82,5.90,6.30,Sarawak
32,1108401,Sabal Kruin,Samarahan,Batang Sadong,Sg. Simunjan,19/09/2025 15:30,-9999.00,4.84,6.91,7.52,8.32,Sarawak
33,1220402,Nanga Delok,Sri Aman,Batang Lupar,Btg. Ai,19/09/2025 15:30,9.73,22.00,23.25,23.75,24.05,Sarawak
34,1519401,Bau Sungai,Sri Aman,Batang Lupar,Btg. Sekerang,19/09/2025 15:30,14.29,13.00,16.00,17.00,20.00,Sarawak
35,1116402,Engkilili JKR Wharf,Sri Aman,Batang Lupar,Btg. Lupar,19/09/2025 15:30,6.64,7.11,8.80,9.43,9.79,Sarawak
36,1214403,Sri Aman Telemetry,Sri Aman,Batang Lupar,Btg. Lupar,19/09/2025 15:30,2.75,3.00,4.90,5.20,5.50,Sarawak
37,1111401,Pantu,Sri Aman,Batang Lupar,Btg. Seterap,19/09/2025 15:30,5.04,1.80,4.90,5.58,6.30,Sarawak
38,1415401,Nanga Lubau,Betong,Batang Saribas,Btg. Layar,19/09/2025 15:30,1.78,1.45,7.49,8.09,9.79,Sarawak
39,1515401,Nanga Samu,Betong,Batang Saribas,Btg. Paku,19/09/2025 15:30,4.65,1.45,7.49,8.09,9.79,Sarawak
40,1415404,Betong,Betong,Batang Saribas,Btg. Layar,19/09/2025 15:30,2.79,2.80,4.86,5.16,5.76,Sarawak
41,1714401,Kaki Wong,Betong,Batang Krian,Btg. Krian,19/09/2025 15:30,-9999.00,13.61,16.44,17.04,17.64,Sarawak
42,1812401,Roban,Betong,Batang Krian,Sg. Sebelak,19/09/2025 15:30,3.70,3.85,4.60,5.00,5.20,Sarawak
43,2939401,Sambop B,Kapit,Batang Rajang,Btg. Belaga,19/09/2025 15:30,-9999.00,6.00,15.86,16.85,19.12,Sarawak
